date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:08	69778/69778	---M-Z	200	added ('OK')	text/html	etag:%2211092-5c815167b62f1-gzip%22	https://templates.iqonic.design/vizion/data-analysis/index.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/index.html	(from )
20:07:08	286/286	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202024%2003:07:08%20GMT	https://templates.iqonic.design/robots.txt		(from )
20:07:08	10806/10806	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%222a36-5c68708ebae3f%22	https://templates.iqonic.design/vizion/data-analysis/images/favicon.ico	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/images/favicon.ico	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:08	140936/140936	---M-Z	200	added ('OK')	text/css	etag:%2222688-5c68708ead37f-gzip%22	https://templates.iqonic.design/vizion/data-analysis/css/bootstrap.min.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/css/bootstrap.min.css	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:09	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-5c68708ead37f-gzip%22	https://templates.iqonic.design/vizion/data-analysis/css/magnific-popup.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/css/magnific-popup.css	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:09	8762/8762	---M-Z	200	added ('OK')	text/css	etag:%22223a-5c815167b5351-gzip%22	https://templates.iqonic.design/vizion/data-analysis/css/typography.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/css/typography.css	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:09	42603/42603	---M-Z	200	added ('OK')	text/css	etag:%22a66b-5c815167b5351-gzip%22	https://templates.iqonic.design/vizion/data-analysis/css/style.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/css/style.css	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:09	7532/7532	---M-Z	200	added ('OK')	text/css	etag:%221d6c-5c815167b5351-gzip%22	https://templates.iqonic.design/vizion/data-analysis/css/responsive.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/css/responsive.css	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:10	40613/40613	---M--	200	added ('OK')	image/gif	etag:%229ea5-5c68708ebae3f%22	https://templates.iqonic.design/vizion/data-analysis/images/loader.gif	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/images/loader.gif	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:10	4602/4602	---M--	200	added ('OK')	image/png	etag:%2211fa-5c68708ebae3f%22	https://templates.iqonic.design/vizion/data-analysis/images/logo.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/images/logo.png	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:10	4726/4726	---M--	200	added ('OK')	image/png	etag:%221276-5c68708ebae3f%22	https://templates.iqonic.design/vizion/data-analysis/images/logo-white.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/images/logo-white.png	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:10	32710/32710	---M-Z	200	added ('OK')	text/html	etag:%227fc6-5c815167b5351-gzip%22	https://templates.iqonic.design/vizion/data-analysis/about-us.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/about-us.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:10	16106/16106	---M-Z	200	added ('OK')	text/html	etag:%223eea-5c815167b5351-gzip%22	https://templates.iqonic.design/vizion/data-analysis/features.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/features.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:11	18554/18554	---M-Z	200	added ('OK')	text/html	etag:%22487a-5c815167b5351-gzip%22	https://templates.iqonic.design/vizion/data-analysis/contact.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/contact.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:11	15433/15433	---M-Z	200	added ('OK')	text/html	etag:%223c49-5c815167b62f1-gzip%22	https://templates.iqonic.design/vizion/data-analysis/login.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/login.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:11	16136/16136	---M-Z	200	added ('OK')	text/html	etag:%223f08-5c815167b62f1-gzip%22	https://templates.iqonic.design/vizion/data-analysis/register.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/register.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:11	32015/32015	---M-Z	200	added ('OK')	text/html	etag:%227d0f-5c815167b62f1-gzip%22	https://templates.iqonic.design/vizion/data-analysis/pricing.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/pricing.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:12	22918/22918	---M-Z	200	added ('OK')	text/html	etag:%225986-5c815167b5351-gzip%22	https://templates.iqonic.design/vizion/data-analysis/blog.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/blog.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:12	38411/38411	---M-Z	200	added ('OK')	text/html	etag:%22960b-5c815167b5351-gzip%22	https://templates.iqonic.design/vizion/data-analysis/blog-details.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/blog-details.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:12	16316/16316	---M-Z	200	added ('OK')	text/html	etag:%223fbc-5c815167b5351-gzip%22	https://templates.iqonic.design/vizion/data-analysis/feedback.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/feedback.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:12	2565/2565	---M-Z	200	added ('OK')	text/html	etag:%22a05-5c68708ead37f-gzip%22	https://templates.iqonic.design/vizion/data-analysis/404-error.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/404-error.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:12	3530/3530	---M-Z	200	added ('OK')	text/html	etag:%22dca-5c68708ead37f-gzip%22	https://templates.iqonic.design/vizion/data-analysis/comingsoon.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/comingsoon.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:13	17512/17512	---M-Z	200	added ('OK')	text/html	etag:%224468-5c815167b62f1-gzip%22	https://templates.iqonic.design/vizion/data-analysis/privacy-policy.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/privacy-policy.html	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:13	6884/6884	---M--	200	added ('OK')	image/png	etag:%221ae4-5c68708eb8eff%22	https://templates.iqonic.design/vizion/data-analysis/images/banner/02.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/images/banner/02.png	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:13	14934/14934	---M--	200	added ('OK')	image/png	etag:%223a56-5c68708eb8eff%22	https://templates.iqonic.design/vizion/data-analysis/images/banner/03.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/images/banner/03.png	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:13	34820/34820	---M--	200	added ('OK')	image/png	etag:%228804-5c68708eb8eff%22	https://templates.iqonic.design/vizion/data-analysis/images/bg/01.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/images/bg/01.png	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:14	9409/9409	---M--	200	added ('OK')	image/png	etag:%2224c1-5c68708eb8eff%22	https://templates.iqonic.design/vizion/data-analysis/images/demo/01.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/images/demo/01.png	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:14	7481/7481	---M--	200	added ('OK')	image/png	etag:%221d39-5c68708eb8eff%22	https://templates.iqonic.design/vizion/data-analysis/images/demo/02.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/images/demo/02.png	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
20:07:14	8937/8937	---M--	200	added ('OK')	image/png	etag:%2222e9-5c68708eb8eff%22	https://templates.iqonic.design/vizion/data-analysis/images/demo/03.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%204/templates.iqonic.design/vizion/data-analysis/images/demo/03.png	(from https://templates.iqonic.design/vizion/data-analysis/index.html)
