date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:11:34	43924/43924	---M-Z	200	added ('OK')	text/html	etag:%22ab94-60d689fa7fd88-gzip%22	https://templates.iqonic.design/vizion/finance/index.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%206/templates.iqonic.design/vizion/finance/index.html	(from )
20:11:34	286/286	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202024%2003:11:34%20GMT	https://templates.iqonic.design/robots.txt		(from )
20:11:34	5430/5430	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221536-5c68708f25565%22	https://templates.iqonic.design/vizion/finance/images/favicon.ico	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%206/templates.iqonic.design/vizion/finance/images/favicon.ico	(from https://templates.iqonic.design/vizion/finance/index.html)
20:11:34	140942/140942	---M-Z	200	added ('OK')	text/css	etag:%222268e-5c68708f0cec4-gzip%22	https://templates.iqonic.design/vizion/finance/css/bootstrap.min.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%206/templates.iqonic.design/vizion/finance/css/bootstrap.min.css	(from https://templates.iqonic.design/vizion/finance/index.html)
20:11:35	57762/57762	---M-Z	200	added ('OK')	text/css	etag:%22e1a2-5c68708f32086-gzip%22	https://templates.iqonic.design/vizion/finance/revslider/css/rs6.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%206/templates.iqonic.design/vizion/finance/revslider/css/rs6.css	(from https://templates.iqonic.design/vizion/finance/index.html)
20:11:35	17848/17848	---M-Z	200	added ('OK')	text/css	etag:%2245b8-5c815167ba171-gzip%22	https://templates.iqonic.design/vizion/finance/css/typography.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%206/templates.iqonic.design/vizion/finance/css/typography.css	(from https://templates.iqonic.design/vizion/finance/index.html)
20:11:35	242769/242769	---M-Z	200	added ('OK')	text/css	etag:%223b451-5c815167ba171-gzip%22	https://templates.iqonic.design/vizion/finance/css/vizion-style.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%206/templates.iqonic.design/vizion/finance/css/vizion-style.css	(from https://templates.iqonic.design/vizion/finance/index.html)
20:11:35	35743/35743	---M-Z	200	added ('OK')	text/css	etag:%228b9f-5c68708f0cec4-gzip%22	https://templates.iqonic.design/vizion/finance/css/responsive.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%206/templates.iqonic.design/vizion/finance/css/responsive.css	(from https://templates.iqonic.design/vizion/finance/index.html)
20:11:36	12020/12020	---M--	200	added ('OK')	image/png	etag:%222ef4-5c68708f2c2c5%22	https://templates.iqonic.design/vizion/finance/images/loader-img.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%206/templates.iqonic.design/vizion/finance/images/loader-img.png	(from https://templates.iqonic.design/vizion/finance/index.html)
20:11:36	19623/19623	---M--	200	added ('OK')	image/png	etag:%224ca7-5c68708f2c2c5%22	https://templates.iqonic.design/vizion/finance/images/white-log.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%206/templates.iqonic.design/vizion/finance/images/white-log.png	(from https://templates.iqonic.design/vizion/finance/index.html)
