date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:13:43	53491/53491	---M-Z	200	added ('OK')	text/html	etag:%22d0f3-60d689fa82c68-gzip%22	https://templates.iqonic.design/vizion/security/index.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/index.html	(from )
20:13:43	286/286	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jul%202024%2003:13:43%20GMT	https://templates.iqonic.design/robots.txt		(from )
20:13:43	10806/10806	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%222a36-5c68708fd80ce%22	https://templates.iqonic.design/vizion/security/images/favicon.ico	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/images/favicon.ico	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:43	140936/140936	---M-Z	200	added ('OK')	text/css	etag:%2222688-5c68708fc290d-gzip%22	https://templates.iqonic.design/vizion/security/css/bootstrap.min.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/css/bootstrap.min.css	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:44	38503/38503	---M-Z	200	added ('OK')	text/css	etag:%229667-5c68708fdfdce-gzip%22	https://templates.iqonic.design/vizion/security/revslider/css/settings.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/revslider/css/settings.css	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:44	9085/9085	---M-Z	200	added ('OK')	text/css	etag:%22237d-5c815167bef92-gzip%22	https://templates.iqonic.design/vizion/security/css/typography.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/css/typography.css	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:44	39911/39911	---M-Z	200	added ('OK')	text/css	etag:%229be7-5c815167bef92-gzip%22	https://templates.iqonic.design/vizion/security/css/style.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/css/style.css	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:44	12728/12728	---M-Z	200	added ('OK')	text/css	etag:%2231b8-5c815167bef92-gzip%22	https://templates.iqonic.design/vizion/security/css/responsive.css	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/css/responsive.css	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:44	64016/64016	---M--	200	added ('OK')	image/gif	etag:%22fa10-5c68708fdafae%22	https://templates.iqonic.design/vizion/security/images/loader.gif	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/images/loader.gif	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:45	4602/4602	---M--	200	added ('OK')	image/png	etag:%2211fa-5c68708fdafae%22	https://templates.iqonic.design/vizion/security/images/logo.png	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/images/logo.png	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:45	21764/21764	---M-Z	200	added ('OK')	text/html	etag:%225504-60d689fa82c68-gzip%22	https://templates.iqonic.design/vizion/security/solution.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/solution.html	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:46	26865/26865	---M-Z	200	added ('OK')	text/html	etag:%2268f1-60d689fa82c68-gzip%22	https://templates.iqonic.design/vizion/security/product.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/product.html	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:46	46372/46372	---M-Z	200	added ('OK')	text/html	etag:%22b524-60d689fa81cc8-gzip%22	https://templates.iqonic.design/vizion/security/about-us.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/about-us.html	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:46	26293/26293	---M-Z	200	added ('OK')	text/html	etag:%2266b5-60d689fa81cc8-gzip%22	https://templates.iqonic.design/vizion/security/all-blog-grid.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/all-blog-grid.html	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:46	24677/24677	---M-Z	200	added ('OK')	text/html	etag:%226065-60d689fa81cc8-gzip%22	https://templates.iqonic.design/vizion/security/all-blog-list.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/all-blog-list.html	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:46	30227/30227	---M-Z	200	added ('OK')	text/html	etag:%227613-60d689fa82c68-gzip%22	https://templates.iqonic.design/vizion/security/blog-grid-left-sidebar.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/blog-grid-left-sidebar.html	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:47	30237/30237	---M-Z	200	added ('OK')	text/html	etag:%22761d-60d689fa82c68-gzip%22	https://templates.iqonic.design/vizion/security/blog-grid-right-sidebar.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/blog-grid-right-sidebar.html	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:47	30234/30234	---M-Z	200	added ('OK')	text/html	etag:%22761a-60d689fa82c68-gzip%22	https://templates.iqonic.design/vizion/security/blog-list-left-sidebar.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/blog-list-left-sidebar.html	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:47	30249/30249	---M-Z	200	added ('OK')	text/html	etag:%227629-60d689fa82c68-gzip%22	https://templates.iqonic.design/vizion/security/blog-list-right-sidebar.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/blog-list-right-sidebar.html	(from https://templates.iqonic.design/vizion/security/index.html)
20:13:47	27389/27389	---M-Z	200	added ('OK')	text/html	etag:%226afd-60d689fa81cc8-gzip%22	https://templates.iqonic.design/vizion/security/blog-details-left-sidebar.html	C:/Users/varun/Documents/Website%20Cloner/My%20AI%20Website%207/templates.iqonic.design/vizion/security/blog-details-left-sidebar.html	(from https://templates.iqonic.design/vizion/security/index.html)
